ACTG 425 lecture,"['MW 8-9:50a']"
GEO 530 lecture,"['MWF 9-9:50a']"
GEO 533 lecture,"['TR 12-1:20p']"
GEOG 105 lecture,"['MW 4-4:50p']"
GEOG 201 lecture,"['TR 8:30-9:50a']"
GEOG 203 lecture,"['TR 12-1:20p']"
GEOG 314 lecture,"['TR 12-1:20p']"
GEOG 332 lecture,"['TR 2-3:20p']"
GEOG 360 lecture,"['TR 12-1:20p']"
GEOG 361 lecture,"['MW 12-1:20p']"
GEOG 423 lecture,"['MWF 9-9:50a']"
GEOG 433 lecture,"['MWF 1-1:50p']"
GEOG 440 lecture,"['TR 10-11:20a']"
GEOG 452 lecture,"['TR 8:30-9:50a']"
GEOG 481 lecture,"['TR 8:30-9:50a']"
GEOG 512 lecture,"['R 4-6:50p']"
GEOG 523 lecture,"['MWF 9-9:50a']"
GEOG 533 lecture,"['MWF 1-1:50p']"
GEOG 540 lecture,"['TR 10-11:20a']"
GEOG 552 lecture,"['TR 8:30-9:50a']"
GEOG 561 lecture,"['MW 10-11:20a']"
GEOG 581 lecture,"['TR 8:30-9:50a']"
GER 112 lecture,"['TR 12-1:50p']"
GER 399 lecture,"['MTWR 9-9:50a']"
GRAD 520 lecture,"['T 4-5:50p']"
GRAD 561 lecture,"['W 2-4:50p']"
H 220 lecture,"['TR 2-3:20p']"
H 225 lecture,"['MW 12-1:50p', 'TR 10-11:50a']"
H 250 lecture,"['MW 10-11:20a']"
H 312 lecture,"['TR 10-11:20a', 'TR 4-5:20p']"
H 319 lecture,"['TR 10-11:20a']"
H 320 lecture,"['W 4-6:50p']"
H 332 lecture,"['TR 2-3:20p']"
H 344 lecture,"['TR 2-3:20p']"
H 376 lecture,"['TR 12-1:20p']"
H 385 lecture,"['TR 12-1:20p']"
H 434 lecture,"['MW 1-2:20p']"
H 436 lecture,"['TR 8:30-9:50a']"
H 445 lecture,"['T 4-6:50p']"
H 448 lecture,"['W 4-6:50p']"
H 476 lecture,"['TR 4-5:50p']"
H 494 lecture,"['M 4-6:50p']"
H 512 lecture,"['TR 12-1:20p']"
H 515 lecture,"['R 4-6:50p']"
H 524 lecture,"['TR 10-11:20a']"
H 525 lecture,"['TR 12-1:20p']"
H 528 lecture,"['T 4-6:50p']"
H 534 lecture,"['MW 1-2:20p']"
H 537 lecture,"['TR 2-3:20p']"
H 538 lecture,"['TR 8:30-9:50a']"
H 547 lecture,"['TF 8:30-9:50a']"
H 548 lecture,"['W 4-6:50p']"
H 564 lecture,"['M 4-6:50p']"
H 571 lecture,"['TR 2-3:20p']"
H 582 lecture,"['TR 10-11:20a']"
H 593 lecture,"['MW 8:30-9:50a']"
H 594 lecture,"['M 4-6:50p']"
H 635 lecture,"['TR 12-1:20p']"
H 638 lecture,"['TR 8:30-9:50a']"
H 676 lecture,"['TR 4-5:20p']"
HDFS 240 lecture,"['MW 4-5:20p']"
HDFS 311 lecture,"['TR 10-11:50a']"
HDFS 313 lecture,"['MW 12-1:50p']"
HDFS 341 lecture,"['MW 10-11:50a']"
HDFS 361 lecture,"['MW 2-3:50p']"
HDFS 432 lecture,"['TR 2-3:20p']"
HDFS 447 lecture,"['MW 10-11:50a']"
HDFS 462 lecture,"['TR 12-1:50p']"
HDFS 516 lecture,"['MW 10-11:50a']"
HDFS 531 lecture,"['TR 10-11:50a']"
HDFS 630 lecture,"['MW 2-3:20p']"
HHS 231 lecture,"['MW 11-11:50a', 'TR 11-11:50a', 'MW 3-3:50p']"
HHS 580 lecture,"['MW 2-3:50p']"
HORT 315 lecture,"['MWF 9-9:50a']"
HORT 316 lecture,"['MWF 1-1:50p']"
HORT 406 lecture,"['W 4-4:50p']"
HORT 412 lecture,"['R 10-10:50a']"
HST 101 lecture,"['MW 2-3:50p']"
HST 103 lecture,"['MW 4-5:50p']"
HST 104 lecture,"['TR 8:30-9:50a', 'TR 12-1:20p']"
HST 106 lecture,"['TR 2-3:20p']"
HST 201 lecture,"['MW 8-9:50a']"
HST 202 lecture,"['TR 10-11:50a']"
HST 203 lecture,"['MW 12-1:50p']"
HST 210 lecture,"['MW 2-3:50p']"
HST 310 lecture,"['TR 2-3:50p']"
HST 314 lecture,"['TR 12-1:50p']"
HST 315 lecture,"['TR 12-1:50p']"
HST 317 lecture,"['MW 8-9:50a', 'TR 4-5:50p']"
HST 321 lecture,"['MW 10-11:50a']"
HST 351 lecture,"['TR 10-11:50a']"
HST 365 lecture,"['MW 10-11:50a']"
HST 388 lecture,"['MW 2-3:50p']"
HST 436 lecture,"['MW 12-1:50p']"
HST 481 lecture,"['MW 8-9:50a']"
HST 536 lecture,"['MW 12-1:50p']"
HST 581 lecture,"['MW 8-9:50a']"
HST 599 lecture,"['T 4-6:50p']"
HSTS 413 lecture,"['MW 12-1:50p']"
HSTS 417 lecture,"['TR 10-11:50a']"
HSTS 513 lecture,"['MW 12-1:50p']"
IB 512 lecture,"['M 11-11:50a']"
IB 531 lecture,"['TR 10-11:20a']"
IB 545 lecture,"['TR 2-3:20p']"
IB 577 lecture,"['TR 9-9:50a']"
IB 581 lecture,"['MWF 2-2:50p']"
IB 594 lecture,"['TR 10-11:50a']"
IE 212 lecture,"['MTWR 9-9:50a']"
IE 356 lecture,"['MW 2-3:50p']"
IE 366 lecture,"['TR 8:30-9:50a']"
IE 368 lecture,"['TR 12-1:20p']"
IE 415 lecture,"['TR 4-5:20p']"
IE 426 lecture,"['MW 10-11:50a']"
IE 470 lecture,"['TR 12-1:50p']"
IE 471 lecture,"['TR 10-11:20a']"
IE 499 lecture,"['MW 2-3:50p']"
IE 515 lecture,"['TR 4-5:20p', 'TR 4-5:20p']"
IE 563 lecture,"['TR 8:30-9:50a']"
IE 570 lecture,"['TR 12-1:50p']"
IE 599 lecture,"['MW 2-3:50p', 'W 4-6:50p']"
IEPA 002 lecture,"['MWF 8-8:50a; TR 8-9:20a']"
IEPA 007 lecture,"['MTWR 1-2:20p']"
IEPA 014 lecture,"['MTWR 1-2:20p']"
IEPA 046 lecture,"['MWF 8-9:50a']"
JPN 112 lecture,"['MWF 9-9:50a', 'MWF 1-1:50p']"
JPN 212 lecture,"['MWF 2-2:50p']"
KIN 312 lecture,"['TR 10-11:50a']"
KIN 321 lecture,"['MW 2-3:50p']"
KIN 324 lecture,"['MW 12-1:50p']"
KIN 325 lecture,"['MW 8-8:50a']"
KIN 380 lecture,"['MWF 8-8:50a']"
KIN 395 lecture,"['MW 11-11:50a']"
KIN 411 lecture,"['TR 2-3:20p']"
KIN 425 lecture,"['MW 2-3:20p']"
KIN 474 lecture,"['TR 10-10:50a']"
KIN 481 lecture,"['TR 10-11:20a', 'MW 4-5:20p']"
KIN 483 lecture,"['MWF 9-9:50a']"
KIN 525 lecture,"['TR 4-5:20p']"
KIN 531 lecture,"['W 4-6:50p']"
KIN 536 lecture,"['W 4-6:50p']"
KIN 541 lecture,"['W 5-7:50p']"
KIN 549 lecture,"['M 4-6:50p']"
KIN 554 lecture,"['TR 2-3:20p']"
KIN 559 lecture,"['M 2-2:50p']"
KIN 560 lecture,"['R 4-6:50p']"
KIN 566 lecture,"['TR 8-9:20a']"
KIN 568 lecture,"['TR 2-3:20p']"
KIN 585 lecture,"['MW 9-10:20a']"
LEAD 242 lecture,"['TR 2-3:20p']"
LEAD 430 lecture,"['M 2-4:50p']"
LEAD 530 lecture,"['M 2-4:50p']"
LING 201 lecture,"['MW 2-3:50p']"
MAST 201 lecture,"['TR 10-11:20a']" 
MAST 300 lecture,"['MW 2-3:50p']"
MATS 321 lecture,"['MW 10-11:50a']"
MATS 322 lecture,"['MW 11-11:50a']"
MATS 413 lecture,"['TR 8-9:50a']"
MATS 555 lecture,"['MW 12-12:50p']"
MATS 571 lecture,"['MW 10-11:50a']"
MATS 578 lecture,"['TR 10-11:50a']"
MATS 584 lecture,"['MW 8-9:50a']"
MB 230 lecture,"['MWF 4-4:50p']"
MB 302 lecture,"['MWF 9-9:50a']"
MB 385 lecture,"['TR 12-1:20p']"
MB 440 lecture,"['MWF 4-4:50p']"
MB 456 lecture,"['MWF 9-9:50a']"
MB 512 lecture,"['W 1-2:20p']"
MB 540 lecture,"['MWF 4-4:50p']"
MB 556 lecture,"['MWF 9-9:50a']"
MB 599 lecture,"['MWF 9-9:50a']"
ME 203 lecture,"['MW 12-12:50p']"
ME 311 lecture,"['TR 8-9:50a']"
ME 312 lecture,"['TR 10-11:50a']"
ME 317 lecture,"['MW 4-5:50p', 'MW 10-11:50a']"
ME 331 lecture,"['TR 4-5:50p', 'TR 8-9:50a']"
ME 351 lecture,"['MW 8-8:50a']"
ME 373 lecture,"['TR 12-1:50p']"
ME 383 lecture,"['TR 8:30-9:50a', 'TR 8:30-9:50a']"
ME 422 lecture,"['TR 12-1:50p']"
ME 424 lecture,"['TR 4-4:50p']"
ME 430 lecture,"['MW 2-3:50p', 'MW 2-3:50p']"
ME 450 lecture,"['TR 4-5:50p']"
ME 452 lecture,"['MW 11-11:50a']"
ME 499 lecture,"['MW 12-1:50p']"
ME 522 lecture,"['TR 12-1:50p']"
ME 523 lecture,"['MW 2-3:50p']"
ME 550 lecture,"['TR 4-5:50p']"
ME 552 lecture,"['TR 8:30-9:50a']"
ME 566 lecture,"['TR 2-3:20p']"
ME 599 lecture,"['MW 12-1:50p']"
ME 611 lecture,"['MW 10-11:50a']"
ME 617 lecture,"['TR 2-3:50p']"
ME 667 lecture,"['TR 12-1:20p']"
MFGE 336 lecture,"['MW 12-1:20p']"
MFGE 337 lecture,"['TR 10-11:20a']"
MFGE 436 lecture,"['MWF 9-9:50a']"
MFGE 437 lecture,"['TR 2-3:20p']"
MFGE 438 lecture,"['TR 2-2:50p']"
MFGE 525 lecture,"['MW 1-1:50p; M 11-11:50a']"
MFGE 536 lecture,"['MWF 9-9:50a']"
MFGE 538 lecture,"['TR 2-2:50p']"
MGMT 364 lecture,"['MW 12-1:50p', 'MW 2-3:50p']"
MIME 497 lecture,"['TR 2-3:50p']"
MIME 498 lecture,"['MW 4-5:50p']"
MRKT 451 lecture,"['R 4-5:50p']"
MRKT 486 lecture,"['TR 8-9:50a']"
MRKT 586 lecture,"['TR 4-5:50p']"
MRM 530 lecture,"['MW 8:30-9:50a']"
MS 112 lecture,"['W 11-11:50a', 'T 3-3:50p']"
MS 212 lecture,"['T 12-1:50p', 'W 10-11:50a']"
MS 312 lecture,"['T 2-4:50p']"
MTH 103 lecture,"['TR 12-1:50p']"
MTH 105 lecture,"['MW 12-12:50p']"
MTH 111 lecture,"['TR 10-11:20a', 'TR 4-5:20p', 'TR 8-9:20a', 'MWF 9-9:50a', 'TR 12-1:20p; WF 12-12:50p']"
MTH 112 lecture,"['MWF 2-2:50p', 'MWF 1-1:50p']"
MTH 212 lecture,"['MW 2-3:50p', 'MW 8-9:50a']"
MTH 227 lecture,"['MWF 3-3:50p']"
MTH 241 lecture,"['MWF 3-3:50p']"
MTH 251 lecture,"['MWF 9-9:50a', 'MWF 1-1:50p']"
MTH 253 lecture,"['MWF 2-2:50p']"
MTH 254 lecture,"['MWF 9-9:50a', 'MWF 1-1:50p', 'MWF 2-2:50p', 'MWRF 4-4:50p', 'WF 2-3:50p']"
MTH 255 lecture,"['MW 2-3:50p']"
MTH 264 lecture,"['WF 12-1:50p']"
MTH 265 lecture,"['WF 12-1:50p']"
MTH 310 lecture,"['MWF 1-1:50p']"
MTH 312 lecture,"['MWF 2-2:50p']"
MTH 333 lecture,"['MWF 9-9:50a']"
MTH 341 lecture,"['MWF 2-2:50p']"
MTH 342 lecture,"['MWF 1-1:50p']"
MTH 351 lecture,"['MWF 9-9:50a']"
MTH 428 lecture,"['MWF 2-2:50p']"
MTH 434 lecture,"['MWF 1-1:50p']"
MTH 440 lecture,"['MWF 2-2:50p']"
MTH 467 lecture,"['MWF 3-3:50p']"
MTH 480 lecture,"['TR 10-11:20a']"
MTH 482 lecture,"['MWF 9-9:50a']"
MTH 492 lecture,"['MWF 3-3:50p']"
MTH 512 lecture,"['MWF 9-9:50a']"
MTH 525 lecture,"['MWF 2-2:50p']"
MTH 528 lecture,"['MWF 2-2:50p']"
MTH 531 lecture,"['MWF 3-3:50p']"
MTH 534 lecture,"['MWF 1-1:50p']"
MTH 540 lecture,"['MWF 2-2:50p']"
MTH 567 lecture,"['MWF 3-3:50p']"
MTH 582 lecture,"['MWF 9-9:50a']"
MTH 592 lecture,"['MWF 3-3:50p']"
MTH 621 lecture,"['MWF 1-1:50p']"
MTH 644 lecture,"['MWF 2-2:50p']"
MTH 649 lecture,"['MWF 2-2:50p', 'MWF 1-1:50p']"
MTH 655 lecture,"['MWF 3-3:50p']"
MTH 659 lecture,"['MWF 3-3:50p']"
MTH 676 lecture,"['MWF 3-3:50p']"
MUED 350 lecture,"['M 12-12:50p']"
MUED 470 lecture,"['TR 8:30-9:50a']"
MUS 103 lecture,"['TR 12-1:20p']"
MUS 112 lecture,"['TR 12-1:20p']"
MUS 122 lecture,"['TR 10-11:20a']"
MUS 199 lecture,"['R 4-4:50p']"
MUS 222 lecture,"['MWF 9-9:50a']"
MUS 303 lecture,"['TR 9-9:50a']"
MUS 316 lecture,"['TR 10-10:50a']"
MUS 399 lecture,"['R 4-4:50p']"
MUS 442 lecture,"['TR 2-3:20p']"
MUS 499 lecture,"['R 4-4:50p']"
NMC 101 lecture,"['TR 10-11:20a']"
NMC 240 lecture,"['MW 4-5:20p']"
NMC 260 lecture,"['TR 6-7:20p']"
NMC 356 lecture,"['TR 12-1:20p']"
NMC 382 lecture,"['TR 2-3:50p']"
NMC 399 lecture,"['MWF 3-3:50p']"
NMC 435 lecture,"['MWF 1-1:50p']"
NMC 457 lecture,"['M 5-6:50p']"
NMC 490 lecture,"['MWF 9-9:50a']"
NMC 499 lecture,"['TR 4-5:20p']"
NR 202 lecture,"['TR 12-1:20p']"
NR 312 lecture,"['TR 2-3:20p']"
NR 455 lecture,"['MW 2-3:50p']"
NS 112 lecture,"['TR 1-2:20p']"
NS 212 lecture,"['MWF 8-9:40a']"
NS 311 lecture,"['MWF 2-3:40p']"
NS 411 lecture,"['TR 12-2:20p']"
NS 421 lecture,"['MWF 8-9:20a']"
NSE 235 lecture,"['TR 2-3:20p']"
NSE 312 lecture,"['TR 10-11:50a']"
NSE 331 lecture,"['TR 2-3:50p', 'TR 8-9:50a']"
NSE 445 lecture,"['TR 8-9:20a']"
NSE 474 lecture,"['MW 12-1:50p']"
NSE 483 lecture,"['TR 2-3:20p']"
NSE 536 lecture,"['M 3-5:50p']"
NSE 545 lecture,"['TR 8-9:20a']"
NSE 565 lecture,"['TR 12-1:20p']"
NSE 574 lecture,"['MW 12-1:50p']"
NSE 583 lecture,"['TR 2-3:20p']"
NUTR 240 lecture,"['TR 10-11:20a']"
NUTR 312 lecture,"['MW 4-5:20p']"
NUTR 319 lecture,"['TR 2-3:20p']"
NUTR 325 lecture,"['TR 12-1:20p']"
NUTR 418 lecture,"['MW 10-11:50a']"
NUTR 423 lecture,"['MW 2-3:50p']"
NUTR 431 lecture,"['TR 8:30-9:50a']"
NUTR 446 lecture,"['TR 10-11:50a']"
NUTR 518 lecture,"['MW 10-11:50a']"
NUTR 523 lecture,"['MW 2-3:50p']"
NUTR 531 lecture,"['TR 8:30-9:50a']"
OC 201 lecture,"['MWF 1-1:50p']"
OC 295 lecture,"['T 3-3:50p']"
OC 332 lecture,"['TR 10-11:20a']"
OC 360 lecture,"['MWF 9-9:50a']"
OC 444 lecture,"['TR 12-1:20p']"
OC 495 lecture,"['TR 1-1:50p']"
OC 522 lecture,"['F 12-12:50p']"
OC 523 lecture,"['MWF 1-1:50p']"
OC 631 lecture,"['MW 10-11:20a']"
OC 671 lecture,"['MWRF 9-9:50a']"
OEAS 520 lecture,"['MWF 9-9:50a']"
PAX 201 lecture,"['TR 12-1:20p']"
PBG 441 lecture,"['TR 2-3:20p']"
PBG 541 lecture,"['TR 2-3:20p']"
PH 104 lecture,"['MWF 1-1:50p']"
PH 198 lecture,"['M 2-2:50p']"
PH 202 lecture,"['MWF 8-8:50a; W 7-8:20p', 'MWF 9-9:50a; W 7-8:20p', 'MWF 3-3:50p; W 7-8:20p']"
PH 212 lecture,"['MWF 2-2:50p; W 7-8:20p', 'MWF 3-3:50p; W 7-8:20p']"
PH 213 lecture,"['TR 9-9:50a; W 7-8:20p', 'TR 10-10:50a; W 7-8:20p', 'TR 4-4:50p; W 7-8:20p', 'MF 1-1:50p']"
PH 313 lecture,"['MWF 9-9:50a']"
PH 415 lecture,"['TR 9-9:50a', 'TR 9-9:50a']"
PH 422 lecture,"['MWF 1-1:50p; TR 12-1:50p; M 7-8:50p']"
PH 425 lecture,"['MWF 1-1:50p; TR 12-1:50p; M 7-8:50p']"
PH 515 lecture,"['TR 9-9:50a']"
PH 652 lecture,"['MWF 9-9:50a']"
PH 655 lecture,"['TR 10-11:20a']"
PHAR 201 lecture,"['F 10-10:50a']"
PHAR 548 lecture,"['MWF 9-9:50a']"
PHAR 704 lecture,"['R 4-4:50p']"
PHAR 708 lecture,"['F 12-1:50p']"
PHAR 714 lecture,"['TR 4-5:20p']"
PHAR 721 lecture,"['M 8-8:50a']"
PHAR 733 lecture,"['TR 10-11:20a']"
PHAR 739 lecture,"['TR 9-9:50a']"
PHAR 741 lecture,"['M 8-8:50a']"
PHAR 748 lecture,"['MWF 9-9:50a']"
PHAR 773 lecture,"['TR 2-3:20p']"
PHL 160 lecture,"['MW 8-9:50a', 'MW 4-5:50p']"
PHL 205 lecture,"['TR 10-11:50a', 'TR 8-9:50a']"
PHL 210 lecture,"['MW 2-3:50p']"
PHL 280 lecture,"['MW 10-11:50a']"
PHL 301 lecture,"['MW 2-3:50p']"
PHL 308 lecture,"['TR 10-11:50a']"
PHL 321 lecture,"['MW 10-11:50a']"
PHL 430 lecture,"['TR 2-3:50p']"
PHL 440 lecture,"['TR 12-1:20p']"
PHL 443 lecture,"['TR 8:30-9:50a', 'MW 8:30-9:50a']"
PHL 444 lecture,"['MW 4-5:50p', 'TR 4-5:50p', 'TR 10-11:50a']"
PHL 525 lecture,"['R 4-6:50p']"
PHL 530 lecture,"['TR 2-3:50p']"
PHL 540 lecture,"['TR 12-1:20p']"
PHL 542 lecture,"['W 4-6:50p']"
PHL 543 lecture,"['TR 8:30-9:50a']"
PHL 544 lecture,"['MW 4-5:50p', 'TR 4-5:50p']"
PPOL 399 lecture,"['W 5-5:50p']"
PPOL 421 lecture,"['MW 10-11:50a']"
PPOL 546 lecture,"['TR 12-1:50p']"
PS 201 lecture,"['MW 10-11:50a']"
PS 206 lecture,"['MW 2-3:50p']"
PS 300 lecture,"['MW 12-1:50p']"
PS 317 lecture,"['TR 12-1:50p']"
PS 331 lecture,"['MW 2-3:50p']"
PS 343 lecture,"['TR 10-11:50a']"
PS 356 lecture,"['TR 12-1:50p']"
PS 363 lecture,"['TR 2-3:50p']"
PS 375 lecture,"['MW 12-1:50p']"
PS 382 lecture,"['TR 2-3:50p']"
PS 427 lecture,"['TR 2-3:50p']"
PS 475 lecture,"['TR 10-11:50a']"
PS 477 lecture,"['MW 4-5:50p']"
PS 527 lecture,"['TR 2-3:50p']"
PS 575 lecture,"['TR 10-11:50a']"
PS 577 lecture,"['MW 4-5:50p']"
PSY 201 lecture,"['MW 10-11:50a', 'TR 10-11:50a', 'WF 4-5:50p']"
PSY 202 lecture,"['TR 12-1:50p', 'MW 2-3:50p', 'WF 4-5:50p', 'TR 2-3:50p', 'TR 2-3:50p']"
PSY 297 lecture,"['TR 12-1:50p']"
PSY 298 lecture,"['MW 8:30-9:50a']"
PSY 301 lecture,"['TR 8-9:50a', 'TR 12-1:50p', 'TR 2-3:50p', 'WF 12-1:50p', 'TR 10-11:50a']"
PSY 311 lecture,"['T 4-5:50p']"
PSY 330 lecture,"['MW 12-1:50p']"
PSY 340 lecture,"['TR 8-9:50a', 'TR 12-1:50p']"
PSY 350 lecture,"['TR 10-11:50a']"
PSY 370 lecture,"['WF 12-1:50p']"
PSY 381 lecture,"['MW 10-11:50a', 'TR 2-3:50p']"
PSY 426 lecture,"['WF 8-9:50a']"
PSY 427 lecture,"['TR 2-3:50p']"
PSY 440 lecture,"['WF 2-3:50p']"
PSY 442 lecture,"['WF 10-11:50a']"
PSY 456 lecture,"['WF 8-9:50a']"
PSY 476 lecture,"['MW 12-1:50p']"
PSY 480 lecture,"['WF 8-9:50a']"
PSY 482 lecture,"['TR 8-9:50a']"
PSY 483 lecture,"['WF 2-3:50p']"
PSY 485 lecture,"['TR 10-11:50a']"
PSY 499 lecture,"['TR 4-5:50p', 'TR 4-5:50p']"
PSY 526 lecture,"['WF 8-9:50a']"
PSY 527 lecture,"['TR 2-3:50p']"
PSY 542 lecture,"['WF 10-11:50a']"
PSY 556 lecture,"['WF 8-9:50a']"
PSY 561 lecture,"['MW 2-3:50p']"
PSY 576 lecture,"['MW 12-1:50p']"
PSY 582 lecture,"['TR 8-9:50a']"
PSY 583 lecture,"['WF 2-3:50p']"
PSY 585 lecture,"['TR 10-11:50a']"
PSY 599 lecture,"['TR 4-5:50p', 'TR 4-5:50p', 'TR 4-5:50p']"
QS 473 lecture,"['M 4-7:50p']"
QS 524 lecture,"['MW 12-1:50p']"
QS 573 lecture,"['M 4-7:50p']"
REL 160 lecture,"['MW 8-9:50a', 'MW 4-5:50p']"
REL 201 lecture,"['TR 12-1:20p']"
REL 210 lecture,"['MW 2-3:50p']"
REL 308 lecture,"['TR 10-11:50a']"
REL 388 lecture,"['MW 2-3:50p']"
REL 430 lecture,"['TR 2-3:50p']"
REL 443 lecture,"['TR 8:30-9:50a', 'MW 8:30-9:50a']"
REL 444 lecture,"['TR 10-11:50a']"
REL 530 lecture,"['TR 2-3:50p']"
REL 543 lecture,"['TR 8:30-9:50a']"
REL 544 lecture,"['MW 4-5:50p']"
RNG 341 lecture,"['TR 10-11:20a']"
RNG 352 lecture,"['TR 8-9:20a']"
RNG 442 lecture,"['TR 10-11:50a']"
RNG 491 lecture,"['TR 12-1:50p']"
RNG 542 lecture,"['TR 10-11:50a']"
ROB 534 lecture,"['MW 10-11:50a']"
SCLM 452 lecture,"['TR 12-1:50p']"
SCLM 453 lecture,"['T 3-5:50p']"
SCLM 457 lecture,"['TR 12-1:50p']"
SCLM 553 lecture,"['R 6-8:50p']"
SED 413 lecture,"['TR 10-11:20a']"
SED 459 lecture,"['M 3-5:50p']"
SOC 204 lecture,"['TR 10-11:20a']"
SOC 315 lecture,"['MW 12-1:50p']"
SOC 316 lecture,"['TR 12-1:50p']"
SOC 318 lecture,"['MW 12-1:50p']"
SOC 341 lecture,"['TR 2-3:50p']"
SOC 399 lecture,"['TR 12-1:50p']"
SOC 413 lecture,"['MW 10-11:50a']"
SOC 424 lecture,"['TR 8-9:50a']"
SOC 438 lecture,"['MW 2-3:50p']"
SOC 440 lecture,"['TR 10-11:50a']"
SOC 441 lecture,"['TR 10-11:50a']"
SOC 448 lecture,"['TR 2-3:50p']"
SOC 460 lecture,"['MW 6-7:50p']"
SOC 470 lecture,"['TR 12-1:50p']"
SOC 513 lecture,"['MW 10-11:50a']"
SOC 524 lecture,"['TR 8-9:50a']"
SOC 538 lecture,"['MW 2-3:50p']"
SOC 540 lecture,"['TR 10-11:50a']"
SOC 541 lecture,"['TR 10-11:50a']"
SOC 548 lecture,"['TR 2-3:50p']"
SOC 560 lecture,"['MW 6-7:50p']"
SOC 570 lecture,"['TR 12-1:50p']"
SOIL 205 lecture,"['WF 11-11:50a']"
SOIL 325 lecture,"['TR 10-11:20a']"
SOIL 455 lecture,"['TR 10-11:20a']"
SOIL 515 lecture,"['MW 1-2:20p']"
SOIL 525 lecture,"['MW 10-11:20a']"
SOIL 555 lecture,"['TR 10-11:20a']"
SPAN 112 lecture,"['MW 10-11:50a']"
TWRF 11 lecture,"['TWRF 11-11:50a', 'TWRF 1-1:50p']"
SPAN 312 lecture,"['TR 10-11:20a', 'TR 2-3:20p', 'MWF 9-9:50a']"
SPAN 315 lecture,"['MWF 2-2:50p']"
SPAN 332 lecture,"['TR 10-11:20a']"
SPAN 337 lecture,"['TR 2-3:20p']"
SPAN 339 lecture,"['TR 12-1:20p']"
ST 201 lecture,"['TR 12-1:20p; T 7-8:20p', 'TR 2-3:20p; T 7-8:20p']"
ST 314 lecture,"['TR 8:30-9:50a']"
ST 352 lecture,"['MWF 8-8:50a', 'MWF 1-1:50p']"
ST 422 lecture,"['MWF 9-9:50a']"
ST 522 lecture,"['MWF 9-9:50a', 'MWF 9-9:50a']"
ST 552 lecture,"['MWF 3-3:50p']"
ST 567 lecture,"['TR 10-11:20a']"
ST 625 lecture,"['TR 4-5:20p']"
ST 651 lecture,"['TR 2-3:20p']"
SUS 299 lecture,"['M 4-5:50p']"
SUS 325 lecture,"['TR 10-11:20a']"
TA 243 lecture,"['TR 4-5:20p']"
TA 346 lecture,"['TR 10-11:20a']"
TA 352 lecture,"['MW 4-5:20p']"
TA 360 lecture,"['TR 10-11:20a']"
TA 416 lecture,"['TR 12-1:20p']"
TA 457 lecture,"['M 5-6:50p']"
TOX 429 lecture,"['TR 10-11:20a']"
TOX 455 lecture,"['TR 12-1:20p']"
TOX 490 lecture,"['TR 2-3:20p']"
TOX 512 lecture,"['MF 2-3:20p']"
TOX 529 lecture,"['TR 10-11:20a']"
TOX 555 lecture,"['TR 12-1:20p']"
