ACTG 425 lecture,"['MW 8-9:50a']"
TOX 590 lecture,"['TR 2-3:20p', 'TR 12-1:20p', 'TR 4-5:20p', 'TR 8:30-9:50a']"
VMB 518 lecture,"['MW 1-2:50p']"
VMB 630 lecture,"['MWF 9-9:50a']"
VMB 712 lecture,"['TW 9-10:50a']"
VMB 716 lecture,"['T 1-1:50p; R 3-4:50p']"
VMB 718 lecture,"['MW 1-2:50p']"
VMB 761 lecture,"['WR 8-8:50a']"
VMC 720 lecture,"['R 1-2:50p']"
VMC 721 lecture,"['M 2-2:50p']"
VMC 724 lecture,"['MTWR 9-9:50a']"
VMC 726 lecture,"['F 11-11:50a']"
VMC 764 lecture,"['M 8-9:50a; T 10-10:50a']"
VMC 786 lecture,"['T 11-11:50a', 'TR 10-11:20a', 'TR 12-1:20p', 'MWF 2-2:50p']"
Z 350 lecture,"['TR 2-3:20p']"
Z 431 lecture,"['TR 10-11:20a']"
Z 477 lecture,"['TR 9-9:50a']"
ANS 431 recitation,"['W 10-11:50a']"
ANS 531 recitation,"['W 10-11:50a']"
ANTH 101 recitation,"['F 10-11:50a', 'F 2-3:50p']"
BA 161 recitation,"['F 9-9:50a', 'F 11-11:50a', 'F 1-1:50p', 'F 11-11:50a', 'F 1-1:50p', 'F 9-9:50a']"
BA 167 recitation,"['F 10-10:50a']"
BA 512 recitation,"['F 8-9:50a']"
BB 314 recitation,"['T 8-9:50a', 'T 4-5:50p', 'W 8-9:50a', 'W 12-1:50p', 'W 4-5:50p']"
BB 450 recitation,"['T 1-1:50p', 'W 2-2:50p', 'T 2-2:50p']"
BB 550 recitation,"['T 1-1:50p', 'W 2-2:50p', 'T 2-2:50p']"
BEE 312 recitation,"['T 4-5:20p']"
BI 242 recitation,"['M 3-3:50p', 'M 4-4:50p', 'T 8-8:50a', 'T 9-9:50a', 'W 3-3:50p', 'W 4-4:50p']"
BI 311 recitation,"['T 4-4:50p', 'W 12-12:50p', 'W 4-4:50p', 'R 9-9:50a', 'R 2-2:50p', 'R 4-4:50p']"
BIOE 420 recitation,"['TR 9-9:50a']"
BIOE 520 recitation,"['TR 9-9:50a']"
BOT 331 recitation,"['R 10-10:50a', 'R 11-11:50a', 'R 2-2:50p']"
CBEE 212 recitation,"['W 2-2:50p', 'W 9-9:50a', 'W 2-2:50p']"
CE 311 recitation,"['F 2-3:50p']"
CE 313 recitation,"['R 10-11:50a', 'R 12-1:50p']"
CE 381 recitation,"['R 4-5:50p']"
CE 382 recitation,"['T 2-3:50p', 'W 4-5:50p']"
CE 392 recitation,"['T 12-1:50p']"
CE 418 recitation,"['M 2-3:50p', 'W 2-3:50p']"
CH 121 recitation,"['MW 2-2:50p', 'MW 3-3:50p', 'TR 10-10:50a', 'TR 11-11:50a', 'TR 12-12:50p', 'TR 1-1:50p', 'TR 2-2:50p']"
CH 232 recitation,"['T 2-2:50p', 'R 11-11:50a']"
CH 331 recitation,"['T 10-10:50a', 'T 9-9:50a', 'T 11-11:50a', 'R 9-9:50a', 'R 10-10:50a']"
CH 332 recitation,"['M 3-3:50p', 'M 4-4:50p', 'W 3-3:50p', 'W 3-3:50p', 'W 4-4:50p', 'R 11-11:50a', 'R 12-12:50p', 'R 1-1:50p', 'R 4-4:50p', 'T 2-2:50p', 'T 3-3:50p', 'R 12-12:50p', 'R 3-3:50p', 'R 4-4:50p']"
CHE 361 recitation,"['R 11-11:50a']"
CHE 415 recitation,"['M 5-5:50p', 'W 3-3:50p']"
CHE 514 recitation,"['F 8-9:50a']"
CHE 540 recitation,"['F 10-11:50a']"
COMM 111 recitation,"['TR 9-9:50a', 'TR 10-10:50a', 'TR 11-11:50a', 'TR 11-11:50a', 'TR 12-12:50p', 'TR 1-1:50p', 'TR 2-2:50p', 'TR 3-3:50p', 'TR 4-4:50p', 'TR 10-10:50a', 'TR 1-1:50p', 'TR 3-3:50p', 'WF 9-9:50a', 'WF 10-10:50a', 'WF 11-11:50a', 'WF 1-1:50p', 'WF 3-3:50p', 'WF 4-4:50p', 'WF 9-9:50a', 'WF 11-11:50a', 'WF 2-2:50p', 'WF 10-10:50a', 'WF 8-8:50a', 'WF 2-2:50p']"
COMM 114 recitation,"['WF 10-10:50a', 'TR 9-9:50a', 'TR 2-2:50p', 'TR 11-11:50a', 'WF 2-2:50p', 'WF 1-1:50p', 'WF 9-9:50a']"
CS 261 recitation,"['W 10-11:50a', 'W 8-9:50a', 'W 12-1:50p', 'T 4-5:50p', 'R 10-11:50a', 'F 8-9:50a', 'F 10-11:50a', 'W 4-5:50p', 'W 12-1:50p', 'F 12-1:50p']"
ECE 341 recitation,"['R 10-11:50a', 'R 12-1:50p', 'R 2-3:50p']"
ECE 342 recitation,"['F 8-9:50a', 'F 10-11:50a', 'F 2-3:50p']"
ECE 442 recitation,"['R 11-11:50a', 'R 1-1:50p', 'R 2-2:50p', 'R 9-9:50a', 'R 10-10:50a']"
ENGR 211 recitation,"['R 8-9:50a', 'R 12-1:50p', 'R 2-3:50p', 'R 2-3:50p', 'R 4-5:50p', 'F 8-9:50a', 'F 10-11:50a', 'F 12-1:50p', 'F 2-3:50p']"
ENVE 322 recitation,"['R 1-2:50p']"
ENVE 422 recitation,"['T 8-9:50a']"
ENVE 522 recitation,"['T 8-9:50a']"
FST 599 recitation,"['R 12-1:50p']"
FW 473 recitation,"['F 10-11:50a']"
GEOG 105 recitation,"['T 8-9:50a', 'T 10-11:50a', 'W 10-11:50a', 'W 12-1:50p']"
HORT 316 recitation,"['R 1-1:50p', 'R 2-2:50p', 'R 3-3:50p']"
IB 531 recitation,"['R 4-4:50p']"
JPN 112 recitation,"['TR 9-9:50a', 'TR 11-11:50a', 'TR 12-12:50p']"
JPN 212 recitation,"['TR 3-3:50p', 'TR 2-2:50p']"
MTH 105 recitation,"['R 4-4:50p', 'R 1-1:50p', 'R 2-2:50p', 'R 3-3:50p']"
MTH 111 recitation,"['WF 10-10:50a', 'WF 4-4:50p', 'WF 8-8:50a', 'TR 1-1:50p']"
MTH 112 recitation,"['T 12-1:20p', 'T 4-5:20p', 'T 2-3:20p', 'T 8:30-9:50a', 'T 10-11:20a', 'T 12-1:20p', 'T 12-1:20p', 'T 2-3:20p', 'T 4-5:20p', 'T 12-1:20p', 'T 2-3:20p', 'T 4-5:20p', 'TR 1-1:50p']"
MTH 227 recitation,"['R 8:30-9:50a', 'R 2-3:20p', 'R 4-5:20p', 'R 10-11:20a']"
MTH 231 recitation,"['T 12-1:20p', 'T 2-3:20p', 'T 4-5:20p', 'T 8:30-9:50a', 'T 10-11:20a', 'T 12-1:20p']"
MTH 241 recitation,"['T 8:30-9:50a', 'T 10-11:20a', 'T 12-1:20p', 'T 12-1:20p', 'T 2-3:20p', 'T 4-5:20p']"
MTH 251 recitation,"['R 8:30-9:50a', 'R 10-11:20a', 'R 12-1:20p', 'R 12-1:20p', 'R 2-3:20p', 'R 4-5:20p', 'R 8:30-9:50a', 'R 10-11:20a', 'R 12-1:20p', 'R 12-1:20p', 'R 2-3:20p', 'R 4-5:20p', 'R 8:30-9:50a', 'R 10-11:20a', 'R 12-1:20p', 'TR 12-12:50p']"
MTH 252 recitation,"['R 8:30-9:50a', 'R 10-11:20a', 'R 12-1:20p', 'R 12-1:20p', 'R 2-3:20p', 'R 4-5:20p', 'R 8:30-9:50a', 'R 10-11:20a', 'R 12-1:20p', 'R 2-3:20p', 'R 12-1:20p', 'R 2-3:20p', 'R 4-5:20p', 'R 4-5:20p', 'R 10-11:20a', 'R 12-1:20p', 'R 2-3:20p', 'R 8:30-9:50a', 'R 10-11:20a', 'R 12-1:20p', 'TR 12-12:50p']"
MTH 253 recitation,"['T 2-3:20p', 'T 4-5:20p']"
MTH 254 recitation,"['R 8:30-9:50a', 'R 10-11:20a', 'R 12-1:20p', 'R 12-1:20p', 'R 2-3:20p', 'R 4-5:20p', 'R 12-1:20p', 'R 2-3:20p', 'R 4-5:20p']"
MTH 255 recitation,"['T 8:30-9:50a', 'T 10-11:20a', 'T 12-1:20p']"
MTH 256 recitation,"['T 12-1:20p', 'T 8:30-9:50a', 'T 10-11:20a', 'T 12-1:20p', 'T 2-3:20p', 'T 4-5:20p', 'T 8:30-9:50a', 'T 10-11:20a', 'T 12-1:20p']"
MTH 264 recitation,"['T 8:30-9:50a', 'T 10-11:20a', 'T 4-5:20p', 'T 2-3:20p']"
MTH 265 recitation,"['T 8:30-9:50a', 'T 10-11:20a', 'T 4-5:20p', 'T 2-3:20p']"
MTH 306 recitation,"['T 8:30-9:50a']"
MTH 311 recitation,"['R 11-11:50a', 'R 10-10:50a']"
MTH 312 recitation,"['R 3-3:50p', 'R 4-4:50p']"
MTH 342 recitation,"['R 9-9:50a', 'R 10-10:50a']"
MTH 343 recitation,"['R 10-10:50a']"
MUS 122 recitation,"['T 10-10:50a', 'T 9-9:50a']"
MUS 160 recitation,"['U 7-8:50p']"
MUS 360 recitation,"['U 7-8:50p']"
MUS 560 recitation,"['U 7-8:50p']"
NUTR 241 recitation,"['M 12-1:50p']"
PBG 431 recitation,"['R 1-1:50p']"
PH 202 recitation,"['T 9-9:50a', 'T 10-10:50a', 'T 11-11:50a', 'T 3-3:50p', 'R 4-4:50p', 'R 9-9:50a', 'R 10-10:50a', 'R 11-11:50a', 'T 1-1:50p', 'R 12-12:50p', 'R 1-1:50p', 'T 2-2:50p', 'R 2-2:50p', 'T 12-12:50p', 'R 3-3:50p', 'T 4-4:50p']"
SICS 212 recitation,"['R 9-9:50a', 'R 10-10:50a', 'R 2-2:50p']"
SICS 213 recitation,"['R 11-11:50a']"
SOIL 455 recitation,"['R 3-4:50p']"
SOIL 555 recitation,"['R 3-4:50p']"
ST 201 recitation,"['F 8-8:50a', 'F 9-9:50a', 'R 5-5:50p', 'R 6-6:50p', 'F 11-11:50a', 'F 12-12:50p', 'F 1-1:50p', 'F 2-2:50p']"
ST 422 recitation,"['R 1-1:50p', 'R 4-4:50p']"
ST 522 recitation,"['R 1-1:50p', 'R 4-4:50p', 'R 1-1:50p', 'R 4-4:50p']"
ST 562 recitation,"['R 4-4:50p']"
Z 431 recitation,"['R 4-4:50p']"
AEC 546 lab,"['F 10-10:50a']"
ANS 251 lab,"['T 10-11:50a', 'T 1-2:50p', 'T 3-4:50p', 'R 10-11:50a', 'R 1-2:50p', 'R 3-4:50p']"
ANS 313 lab,"['R 8-9:50a', 'R 10-11:50a', 'R 1-2:50p', 'R 3-4:50p']"
ANS 460 lab,"['W 8-9:50a']"
AS 120 lab,"['TW 6:30-7:50a; R 7-8:50a']"
AS 220 lab,"['TW 6:30-7:50a; R 7-8:50a']"
AS 320 lab,"['TW 6:30-7:50a; R 7-8:50a']"
AS 420 lab,"['TW 6:30-7:50a; R 7-8:50a']"
ATS 201 lab,"['W 12-1:50p', 'W 2-3:50p', 'R 10-11:50a', 'F 12-1:50p']"
ATS 420 lab,"['R 2-3:50p']"
ATS 520 lab,"['R 2-3:50p']"
BB 494 lab,"['MW 2-4:50p', 'TR 9-11:50a', 'TR 1-3:50p', 'MW 8:30-11:20a']"
BDS 475 lab,"['TR 2-3:50p']"
BDS 575 lab,"['TR 2-3:50p']"
BI 102 lab,"['T 12-1:50p; R 12-12:50p', 'T 2-3:50p; R 2-2:50p', 'T 4-5:50p; R 4-4:50p', 'W 8-9:50a; F 8-8:50a', 'W 10-11:50a; F 10-10:50a', 'W 12-1:50p; F 12-12:50p', 'W 2-3:50p; F 2-2:50p', 'T 12-12:50p; R 12-1:50p', 'T 2-2:50p; R 2-3:50p', 'T 4-4:50p; R 4-5:50p']"
BI 222 lab,"['T 8-10:50a', 'T 2-4:50p', 'T 5-7:50p', 'W 2-4:50p', 'W 5-7:50p', 'R 8-10:50a', 'R 2-4:50p', 'F 2-4:50p', 'T 8-10:50a', 'T 2-4:50p', 'T 5-7:50p', 'W 5-7:50p', 'R 2-4:50p', 'T 2-4:50p', 'T 5-7:50p', 'R 8-10:50a', 'R 2-4:50p', 'W 2-4:50p', 'R 8-10:50a', 'F 2-4:50p']"
BI 242 lab,"['T 8-9:50a', 'T 10-11:50a', 'T 12:30-2:20p', 'T 2:30-4:20p', 'T 5-6:50p', 'T 7-8:50p', 'W 10-11:50a', 'W 12-1:50p', 'W 2:30-4:20p', 'W 4:30-6:20p', 'R 8-9:50a', 'R 10-11:50a', 'R 12:30-2:20p', 'R 2:30-4:20p']"
BOT 313 lab,"['TR 1-2:50p']"
BOT 570 lab,"['F 2-4:50p']"
CE 365 lab,"['M 2-4:50p', 'W 2-4:50p']"
CE 372 lab,"['T 10-11:50a', 'R 8-9:50a', 'W 4-5:50p', 'R 2-3:50p', 'T 4-5:50p']"
CE 383 lab,"['T 2-3:50p']"
CE 484 lab,"['W 6-7:50p']"
CE 561 lab,"['F 2-4:50p']"
CE 562 lab,"['MW 2-3:50p']"
CE 584 lab,"['W 6-7:50p']"
CH 122 lab,"['T 8-8:50a; T 9-10:50a', 'T 8-8:50a; T 9-10:50a', 'T 10-10:50a; T 11a-12:50p', 'T 10-10:50a; T 11a-12:50p', 'T 12-12:50p; T 1-2:50p', 'T 12-12:50p; T 1-2:50p', 'T 2-2:50p; T 3-4:50p', 'T 2-2:50p; T 3-4:50p', 'W 12-12:50p; W 1-2:50p', 'W 2-2:50p; W 3-4:50p', 'R 10-10:50a; R 11a-12:50p', 'R 10-10:50a; R 11a-12:50p', 'R 12-12:50p; R 1-2:50p', 'R 2-2:50p; R 3-4:50p', 'R 2-2:50p; R 3-4:50p']"
STRY 232 lab,"['M 12-2:50p', 'M 12-2:50p', 'M 12-2:50p', 'M 3-5:50p', 'M 3-5:50p', 'M 3-5:50p', 'T 9-11:50a', 'T 9-11:50a', 'T 9-11:50a', 'T 12-2:50p', 'T 12-2:50p', 'T 3-5:50p', 'T 3-5:50p', 'W 9-11:50a', 'W 9-11:50a', 'W 9-11:50a', 'W 12-2:50p', 'W 12-2:50p', 'W 12-2:50p', 'W 3-5:50p', 'W 3-5:50p', 'W 3-5:50p', 'R 9-11:50a', 'R 9-11:50a', 'R 9-11:50a', 'R 12-2:50p', 'R 12-2:50p', 'R 3-5:50p', 'R 3-5:50p', 'F 9-11:50a', 'F 9-11:50a', 'F 12-2:50p', 'F 12-2:50p', 'F 12-2:50p', 'F 3-5:50p', 'F 3-5:50p', 'F 3-5:50p', 'F 9-11:50a']"
CH 362 lab,"['TR 8-11:20a', 'TR 1-4:20p', 'WF 12-3:20p', 'TR 8-11:20a', 'TR 1-4:20p', 'WF 12-3:20p']"
CH 462 lab,"['W 2-4:50p; F 1-4:50p', 'W 2-4:50p; F 1-4:50p']"
CHE 415 lab,"['T 3-5:50p', 'T 12-2:50p', 'W 2-4:50p', 'T 9-11:50a', 'R 12-2:50p', 'R 3-5:50p', 'F 2-4:50p', 'R 9-11:50a']"
CROP 440 lab,"['M 1-3:50p', 'T 9-11:50a']"
CROP 540 lab,"['M 1-3:50p', 'T 9-11:50a']"
CS 162 lab,"['T 10-11:50a', 'T 12-1:50p', 'W 2-3:50p', 'R 2-3:50p', 'T 2-3:50p', 'F 2-3:50p']"
CS 499 lab,"['W 2-3:50p']"
CS 559 lab,"['W 2-3:50p']"
ECE 375 lab,"['R 12-1:50p', 'R 8-9:50a', 'R 10-11:50a', 'F 4-5:50p', 'F 12-1:50p']"
ECE 471 lab,"['F 10-11:50a']"
ECE 571 lab,"['F 10-11:50a']"
ENGR 201 lab,"['W 8-9:50a', 'W 2-3:50p', 'T 2-3:50p', 'T 12-1:50p', 'W 10-11:50a', 'T 4-5:50p', 'R 8-9:50a', 'M 10-11:50a', 'M 12-1:50p', 'M 2-3:50p', 'M 4-5:50p', 'T 8-9:50a', 'W 12-1:50p']"
ENGR 202 lab,"['R 10-11:50a', 'R 2-3:50p', 'R 4-5:50p', 'F 8-9:50a', 'F 12-1:50p', 'T 10-11:50a', 'F 10-11:50a', 'R 12-1:50p']"
ENGR 248 lab,"['R 10-11:50a', 'R 4-5:50p', 'T 10-11:50a', 'T 4-5:50p', 'T 2-3:50p']"
ENVE 415 lab,"['R 12-1:50p', 'F 2-3:50p']"
ENVE 431 lab,"['R 8-9:50a']"
ENVE 531 lab,"['R 8-9:50a']"
FE 102 lab,"['W 12-1:50p']"
FE 257 lab,"['T 12-1:50p', 'T 2-3:50p', 'W 3-4:50p', 'R 12-1:50p', 'R 5-6:50p']"
FE 315 lab,"['T 10-11:50a', 'T 3-4:50p', 'R 10-11:50a', 'R 3-4:50p']"
FE 415 lab,"['T 1-3:50p']"
FE 440 lab,"['R 8-11:50a']"
FE 459 lab,"['W 8-11:50a', 'W 1-4:50p', 'F 8-11:50a', 'F 1-4:50p']"
FE 470 lab,"['R 12-1:50p']"
FE 515 lab,"['T 1-3:50p']"
FE 540 lab,"['R 8-11:50a']"
FE 570 lab,"['R 12-1:50p']"
FES 422 lab,"['F 9-11:50a']"
FES 522 lab,"['F 1-3:50p']"
FES 524 lab,"['R 2-3:50p']"
FOR 322 lab,"['M 3-6:50p', 'W 3-6:50p']"
FOR 329 lab,"['F 12-1:50p', 'F 2-3:50p']"
FOR 459 lab,"['W 8-11:50a', 'W 1-4:50p', 'F 8-11:50a', 'F 1-4:50p']"
FOR 460 lab,"['T 2-4:50p', 'W 2-4:50p', 'R 2-4:50p']"
FST 315 lab,"['T 8-9:50a']"
FST 423 lab,"['T 9-11:50a', 'T 2-4:50p']"
FST 428 lab,"['R 2-4:50p']"
FST 461 lab,"['WF 10-11:50a']"
FST 473 lab,"['R 9-11:50a', 'R 9-11:50a']"
FST 523 lab,"['T 9-11:50a', 'T 2-4:50p']"
FST 528 lab,"['R 2-4:50p']"
FST 561 lab,"['WF 10-11:50a']"
FST 573 lab,"['R 9-11:50a']"
FW 318 lab,"['TR 2-3:50p', 'TR 4-5:50p']"
FW 320 lab,"['T 2-3:50p', 'W 2-3:50p', 'W 10-11:50a']"
GEO 100 lab,"['R 4-5:50p']"
GEO 202 lab,"['T 4-5:50p', 'W 12-1:50p', 'W 2-3:50p', 'R 12-1:50p', 'F 2-3:50p']"
GEO 315 lab,"['TR 1-2:50p', 'TR 3-4:50p']"
GEO 370 lab,"['T 10-11:50a', 'R 10-11:50a']"
GEO 430 lab,"['M 4-6:30p']"
GEO 530 lab,"['M 4-6:30p']"
GEOG 102 lab,"['T 12-1:50p', 'T 2-3:50p', 'R 2-3:50p', 'F 10-11:50a']"
GEOG 201 lab,"['W 10-11:50a', 'R 12-1:50p', 'F 1-2:50p']"
GEOG 360 lab,"['T 2-3:50p', 'W 8-9:50a', 'R 8-9:50a']"
GEOG 361 lab,"['T 10-11:50a']"
GEOG 481 lab,"['W 2-3:50p', 'R 2-3:50p']"
GEOG 561 lab,"['W 4-5:50p']"
GEOG 581 lab,"['W 2-3:50p', 'R 2-3:50p']"
H 524 lab,"['M 8-9:50a', 'W 10-11:50a']"
H 547 lab,"['F 10-11:50a']"
HORT 311 lab,"['T 10-11:50a', 'T 1-2:50p']"
HORT 315 lab,"['W 1-2:50p', 'W 3-4:50p']"
IB 577 lab,"['TR 10-11:50a']"
IE 366 lab,"['T 2-3:50p', 'W 8-9:50a', 'W 2-3:50p']"
IE 368 lab,"['F 8-9:50a', 'F 10-11:50a', 'F 12-1:50p', 'F 2-3:50p']"
IE 415 lab,"['W 2-3:50p', 'F 8-9:50a', 'F 10-11:50a', 'F 12-1:50p', 'F 2-3:50p']"
IE 515 lab,"['W 2-3:50p', 'F 8-9:50a', 'F 10-11:50a', 'F 12-1:50p', 'F 2-3:50p', 'F 8-9:50a']"
KIN 325 lab,"['M 10-11:50a', 'M 12-1:50p', 'T 2-3:50p', 'R 12-1:50p']"
KIN 380 lab,"['M 2-3:50p', 'T 10-11:50a', 'W 2-3:50p', 'F 2-3:50p']"
KIN 395 lab,"['F 2-3:50p']"
KIN 425 lab,"['R 2-3:50p', 'R 4-5:50p', 'R 6-7:50p', 'M 4-5:50p']"
KIN 474 lab,"['W 12-1:50p']"
KIN 566 lab,"['R 9:30-11:20a']"
KIN 585 lab,"['F 9-10:50a']"
MATS 322 lab,"['R 10-11:50a', 'R 12-1:50p', 'R 2-3:50p', 'R 4-5:50p']"
MATS 555 lab,"['RF 2-3:50p']"
MB 230 lab,"['W 10-11:50a', 'F 9-10:50a']"
MB 311 lab,"['TR 2-4:50p']"
ME 203 lab,"['R 8-9:50a', 'R 2-3:50p']"
ME 351 lab,"['MW 10-11:50a', 'MW 12-1:50p', 'MW 2-3:50p', 'TR 8-9:50a', 'TR 10-11:50a', 'TR 12-1:50p', 'TR 2-3:50p', 'TR 4-5:50p']"
ME 382 lab,"['R 8-9:50a', 'R 10-11:50a', 'R 12-1:50p', 'R 2-3:50p']"
ME 383 lab,"['T 10-11:50a', 'T 12-1:50p', 'T 2-3:50p', 'W 12-1:50p', 'F 10-11:50a']"
ME 424 lab,"['M 2-3:50p']"
ME 452 lab,"['F 12-2:50p']"
ME 552 lab,"['F 8-9:50a', 'F 10-11:50a', 'F 12-1:50p', 'F 2-3:50p']"
MFGE 336 lab,"['R 8-9:50a', 'R 10-11:50a', 'R 2-3:50p', 'R 4-5:50p', 'R 12-1:50p']"
MFGE 337 lab,"['W 2-3:50p', 'W 10-11:50a', 'W 12-1:50p', 'W 8-9:50a', 'W 4-5:50p']"
MFGE 436 lab,"['F 10-11:50a', 'F 12-1:50p', 'F 2-3:50p', 'F 4-5:50p']"
MFGE 437 lab,"['M 2-3:50p', 'M 4-5:50p', 'M 10-11:50a', 'M 12-1:50p', 'M 8-9:50a']"
MFGE 438 lab,"['MW 10-11:50a', 'MW 12-1:50p', 'MW 2-3:50p']"
MFGE 536 lab,"['F 10-11:50a', 'F 12-1:50p', 'F 2-3:50p', 'F 4-5:50p']"
MFGE 538 lab,"['MW 10-11:50a', 'MW 12-1:50p', 'MW 2-3:50p']"
MS 112 lab,"['R 3-4:50p']"
MS 212 lab,"['R 3-4:50p']"
MS 312 lab,"['R 2-4:50p']"
MS 412 lab,"['R 2-4:50p']"
NS 002 lab,"['T 7-7:50a']"
NSE 536 lab,"['F 2-4:50p']"
NUTR 431 lab,"['T 2-3:50p', 'W 2-3:50p']"
NUTR 531 lab,"['T 2-3:50p', 'W 2-3:50p']"
OC 201 lab,"['R 8-9:50a', 'R 12-1:50p', 'R 2-3:50p', 'R 10-11:50a', 'F 8-9:50a']"
OC 202 lab,"['R 8-9:50a', 'R 12-1:50p', 'R 2-3:50p']"
OC 350 lab,"['W 2-3:50p', 'R 2-3:50p']"
OC 360 lab,"['T 2-3:50p']"
OEAS 520 lab,"['T 2-3:50p']"
PBG 441 lab,"['T 3:30-5:20p', 'T 8-9:50a', 'R 8-9:50a', 'R 3:30-5:20p']"
PBG 541 lab,"['T 3:30-5:20p', 'T 8-9:50a', 'R 8-9:50a', 'R 3:30-5:20p']"
PH 104 lab,"['T 8-9:50a', 'T 10-11:50a', 'T 4-5:50p', 'R 8-9:50a', 'R 10-11:50a', 'R 4-5:50p', 'R 6-7:50p', 'T 6-7:50p']"
PH 202 lab,"['R 6-7:50p', 'T 8-9:50a', 'T 10-11:50a', 'T 12-1:50p', 'T 2-3:50p', 'T 4-5:50p', 'W 2-3:50p', 'R 10-11:50a', 'R 8-9:50a', 'R 12-1:50p', 'T 6-7:50p', 'R 2-3:50p', 'R 4-5:50p', 'F 4-5:50p', 'W 4-5:50p', 'F 12-1:50p', 'F 2-3:50p', 'F 6-7:50p', 'W 10-11:50a', 'W 12-1:50p']"
PH 211 lab,"['M 12-2:50p', 'M 3-5:50p', 'M 6-8:50p', 'T 9-11:50a', 'T 12-2:50p', 'T 3-5:50p', 'T 6-8:50p']"
PH 212 lab,"['T 9-11:50a', 'T 12-2:50p', 'T 3-5:50p', 'F 12-2:50p', 'T 6-8:50p', 'R 9-11:50a', 'R 12-2:50p', 'R 3-5:50p', 'R 6-8:50p', 'W 3-5:50p', 'W 12-2:50p', 'F 3-5:50p', 'F 9-11:50a', 'M 6-8:50p', 'W 9-11:50a', 'M 3-5:50p']"
PH 213 lab,"['R 12-1:50p', 'R 2-3:50p', 'R 4-5:50p', 'R 6-7:50p', 'F 8-9:50a', 'F 10-11:50a', 'R 10-11:50a', 'F 2-3:50p', 'F 4-5:50p', 'F 6-7:50p', 'M 12-1:50p', 'M 8-9:50a', 'M 10-11:50a', 'F 12-1:50p', 'M 2-3:50p', 'M 4-5:50p', 'M 6-7:50p', 'T 10-11:50a', 'T 12-1:50p', 'T 2-3:50p', 'T 8-9:50a', 'T 4-5:50p']"
PH 317 lab,"['MWF 2-3:50p']"
PH 366 lab,"['MW 2-3:20p']"
PH 415 lab,"['TR 10-11:50a', 'TR 10-11:50a']"
PH 481 lab,"['R 9-11:50a', 'T 1-3:50p', 'R 2-4:50p']"
PH 515 lab,"['TR 10-11:50a']"
PH 581 lab,"['R 9-11:50a', 'T 1-3:50p', 'R 2-4:50p']"
PHAR 721 lab,"['M 12-2:50p', 'T 12-2:50p', 'W 12-2:50p', 'R 12-2:50p']"
PHAR 741 lab,"['M 9-11:50a', 'T 9-11:50a', 'W 9-11:50a', 'R 9-11:50a']"
PSY 298 lab,"['M 10-11:50a', 'M 12-1:50p', 'M 2-3:50p', 'W 10-11:50a']"
ST 351 lab,"['M 12-1:20p', 'M 6:30-7:50p', 'T 8-9:20a', 'T 2-3:20p', 'T 3:30-4:50p', 'M 2-3:20p', 'M 3:30-4:50p', 'M 5-6:20p', 'T 9:30-10:50a', 'T 12:30-1:50p', 'T 5-6:20p']"
ST 352 lab,"['R 8-9:20a', 'R 9:30-10:50a', 'R 12:30-1:50p', 'R 2-3:20p', 'R 3:30-4:50p', 'R 5-6:20p']"
ST 411 lab,"['F 8-8:50a', 'F 11-11:50a', 'F 12-12:50p', 'F 2-2:50p', 'F 3-3:50p']"
ST 412 lab,"['W 1-1:50p', 'W 2-2:50p', 'W 5-5:50p', 'W 6-6:50p']"
ST 511 lab,"['F 2-2:50p', 'F 8-8:50a', 'F 11-11:50a', 'F 12-12:50p', 'F 3-3:50p', 'F 8-8:50a', 'F 12-12:50p', 'F 2-2:50p']"
ST 512 lab,"['W 1-1:50p', 'W 2-2:50p', 'W 5-5:50p', 'W 6-6:50p']"
ST 552 lab,"['W 4-4:50p']"
SUS 102 lab,"['T 1-3:50p', 'T 1-3:50p', 'T 4-6:50p; S 10a-1p', 'W 1-3:50p', 'W 1-3:50p', 'W 4-6:50p; S 10a-1p', 'R 1-3:50p', 'F 1-3:50p', 'R 1-3:50p', 'F 1-3:50p']"
SUS 103 lab,"['T 2-4:50p', 'R 2-4:50p']"
VMB 518 lab,"['R 8-10:50a']"
VMB 712 lab,"['F 8-9:50a']"
VMB 716 lab,"['T 2-4:50p']"
VMB 718 lab,"['R 8-10:50a']"
VMB 751 lab,"['R 9-11:50a']"
VMB 763 lab,"['TW 1-1:50p']"
VMC 730 lab,"['W 12-1:50p']"
VMC 733 lab,"['T 1-4:50p']"
VMC 756 lab,"['M 12-1:50p']"
VMC 764 lab,"['TR 3-4:50p']"
VMC 774 lab,"['R 1-2:50p', 'T 8-10:50a', 'W 6-7:50p']"
Z 477 lab,"['TR 10-11:50a']"